Year,Zip,AgeGroup,Total
2013,91740,75-84,60
2013,91740,85+,63
2013,91741,55-64,25
2013,91741,65-74,37
2013,91741,75-84,72
2013,91741,85+,83
2013,91744,35-44,17
2013,91744,45-54,36
2013,91744,55-64,66
2013,91744,65-74,69
2013,91744,75-84,95
2013,91744,85+,90
2013,91745,45-54,17
2013,91745,55-64,30
2013,91745,65-74,47
2013,91745,75-84,81
2013,91745,85+,140
2013,91746,45-54,11
2013,91746,55-64,26
2013,91746,65-74,30
2013,91746,75-84,28
2013,91746,85+,48
2013,91748,35-44,11
2013,91748,45-54,19
2013,91748,55-64,22
2013,91748,65-74,41
2013,91748,75-84,66
2013,91748,85+,61
2013,91750,45-54,15
2013,91750,55-64,30
2013,91750,65-74,54
2013,91750,75-84,78
2013,91750,85+,128
2013,91752,55-64,32
2013,91752,65-74,55
2013,91752,75-84,50
2013,91752,85+,34
2013,91754,45-54,21
2013,91754,55-64,22
2013,91754,65-74,29
2013,91754,75-84,70
2013,91754,85+,144
2013,91755,45-54,11
2013,91755,55-64,23
2013,91755,65-74,24
2013,91755,75-84,48
2013,91755,85+,74
2013,91761,45-54,28
2013,91761,55-64,41
2013,91761,65-74,50
2013,91761,75-84,46
2013,91761,85+,56
2013,91762,35-44,15
2013,91762,45-54,37
2013,91762,55-64,53
2013,91762,65-74,60
2013,91762,75-84,74
2013,91762,85+,73
2013,91763,45-54,14
2013,91763,55-64,25
2013,91763,65-74,33
2013,91763,75-84,47
2013,91763,85+,44
2013,91764,45-54,20
2013,91764,55-64,29
2013,91764,65-74,41
2013,91764,75-84,51
2013,91764,85+,41
2013,91765,45-54,14
2013,91765,55-64,29
2013,91765,65-74,45
2013,91765,75-84,51
2013,91765,85+,81
2013,91766,15-24,12
2013,91766,35-44,16
2013,91766,45-54,31
2013,91766,55-64,51
2013,91766,65-74,73
2013,91766,75-84,77
2013,91766,85+,60
2013,91767,35-44,11
2013,91767,45-54,19
2013,91767,55-64,40
2013,91767,65-74,53
2013,91767,75-84,55
2013,91767,85+,89
2013,91768,45-54,17
2013,91768,55-64,26
2013,91768,65-74,27
2013,91768,75-84,59
2013,91768,85+,36
2013,91770,35-44,13
2013,91770,45-54,23
2013,91770,55-64,43
2013,91770,65-74,62
2013,91770,75-84,101
2013,91770,85+,144
2013,91773,45-54,20
2013,91773,55-64,24
2013,91773,65-74,58
2013,91773,75-84,81
2013,91773,85+,116
2013,91775,55-64,15
2013,91775,65-74,29
2013,91775,75-84,35
2013,91775,85+,62
2013,91776,45-54,16
2013,91776,55-64,26
2013,91776,65-74,34
2013,91776,75-84,64
2013,91776,85+,121
2013,91780,45-54,18
2013,91780,55-64,35
2013,91780,65-74,38
2013,91780,75-84,57
2013,91780,85+,125
2013,91784,45-54,12
2013,91784,55-64,17
2013,91784,65-74,26
2013,91784,75-84,47
2013,91784,85+,65
2013,91786,45-54,21
2013,91786,55-64,46
2013,91786,65-74,61
2013,91786,75-84,91
2013,91786,85+,125
2013,91789,45-54,11
2013,91789,55-64,26
2013,91789,65-74,41
2013,91789,75-84,50
2013,91789,85+,95
2013,91790,45-54,27
2013,91790,55-64,33
2013,91790,65-74,50
2013,91790,75-84,71
2013,91790,85+,115
2013,91791,45-54,13
2013,91791,55-64,20
2013,91791,65-74,32
2013,91791,75-84,46
2013,91791,85+,112
2013,91792,45-54,13
2013,91792,55-64,21
2013,91792,65-74,36
2013,91792,75-84,35
2013,91792,85+,42
2013,91801,35-44,12
2013,91801,45-54,32
2013,91801,55-64,37
2013,91801,65-74,45
2013,91801,75-84,80
2013,91801,85+,180
2013,91803,65-74,27
2013,91803,75-84,48
2013,91803,85+,80
2013,91901,55-64,18
2013,91901,65-74,30
2013,91901,75-84,33
2013,91901,85+,46
2013,91902,65-74,27
2013,91902,75-84,43
2013,91902,85+,70
2013,91910,35-44,14
2013,91910,45-54,28
2013,91910,55-64,55
2013,91910,65-74,88
2013,91910,75-84,131
2013,91910,85+,237
2013,91911,25-34,12
2013,91911,35-44,15
2013,91911,45-54,49
2013,91911,55-64,52
2013,91911,65-74,91
2013,91911,75-84,143
2013,91911,85+,182
2013,91913,55-64,15
2013,91913,65-74,21
2013,91913,75-84,25
2013,91913,85+,32
2013,91914,75-84,15
2013,91932,45-54,11
2013,91932,55-64,21
2013,91932,65-74,24
2013,91932,75-84,36
2013,91932,85+,46
2013,91935,75-84,22
2013,91935,85+,15
2013,91941,55-64,32
2013,91941,65-74,38
2013,91941,75-84,76
2013,91941,85+,109
2013,91942,45-54,13
2013,91942,55-64,21
2013,91942,65-74,38
2013,91942,75-84,92
2013,91942,85+,183
2013,91945,55-64,39
2013,91945,65-74,37
2013,91945,75-84,45
2013,91945,85+,75
2013,91950,45-54,18
2013,91950,55-64,42
2013,91950,65-74,56
2013,91950,75-84,102
2013,91950,85+,143
2013,91977,35-44,12
2013,91977,45-54,31
2013,91977,55-64,85
2013,91977,65-74,69
2013,91977,75-84,101
2013,91977,85+,137
2013,91978,75-84,16
2013,91978,85+,26
2013,92003,85+,19
2013,92004,75-84,11
2013,92007,75-84,28
2013,92007,85+,38
2013,92008,45-54,12
2013,92008,55-64,19
2013,92008,65-74,29
2013,92008,75-84,47
2013,92008,85+,122
2013,92009,45-54,18
2013,92009,55-64,20
2013,92009,65-74,25
2013,92009,75-84,59
2013,92009,85+,150
2013,92010,75-84,17
2013,92010,85+,42
2013,92011,45-54,12
2013,92011,55-64,14
2013,92011,65-74,22
2013,92011,75-84,26
2013,92011,85+,75
2013,92014,65-74,17
2013,92014,75-84,19
2013,92014,85+,50
2013,92019,45-54,18
2013,92019,55-64,40
2013,92019,65-74,47
2013,92019,75-84,92
2013,92019,85+,137
2013,92020,Under 1,11
2013,92020,35-44,11
2013,92020,45-54,34
2013,92020,55-64,76
2013,92020,65-74,90
2013,92020,75-84,118
2013,92020,85+,167
2013,92021,25-34,11
2013,92021,35-44,12
2013,92021,45-54,44
2013,92021,55-64,83
2013,92021,65-74,98
2013,92021,75-84,112
2013,92021,85+,138
2013,92024,45-54,13
2013,92024,55-64,36
2013,92024,65-74,50
2013,92024,75-84,82
2013,92024,85+,187
2013,92025,45-54,32
2013,92025,55-64,53
2013,92025,65-74,61
2013,92025,75-84,83
2013,92025,85+,151
2013,92026,45-54,21
2013,92026,55-64,39
2013,92026,65-74,59
2013,92026,75-84,95
2013,92026,85+,209
2013,92027,45-54,23
2013,92027,55-64,46
2013,92027,65-74,60
2013,92027,75-84,86
2013,92027,85+,123
2013,92028,35-44,11
2013,92028,45-54,30
2013,92028,55-64,36
2013,92028,65-74,62
2013,92028,75-84,99
2013,92028,85+,160
2013,92029,55-64,18
2013,92029,65-74,25
2013,92029,75-84,32
2013,92029,85+,43
2013,92037,55-64,20
2013,92037,65-74,33
2013,92037,75-84,76
2013,92037,85+,207
2013,92040,35-44,12
2013,92040,45-54,35
2013,92040,55-64,59
2013,92040,65-74,71
2013,92040,75-84,63
2013,92040,85+,81
2013,92054,45-54,25
2013,92054,55-64,45
2013,92054,65-74,39
2013,92054,75-84,58
2013,92054,85+,55
2013,92056,45-54,22
2013,92056,55-64,42
2013,92056,65-74,54
2013,92056,75-84,133
2013,92056,85+,188
2013,92057,45-54,24
2013,92057,55-64,32
2013,92057,65-74,41
2013,92057,75-84,122
2013,92057,85+,101
2013,92058,45-54,11
2013,92058,55-64,26
2013,92058,65-74,19
2013,92058,75-84,28
2013,92058,85+,34
2013,92064,45-54,20
2013,92064,55-64,43
2013,92064,65-74,53
2013,92064,75-84,85
2013,92064,85+,133
2013,92065,45-54,18
2013,92065,55-64,46
2013,92065,65-74,38
2013,92065,75-84,46
2013,92065,85+,72
2013,92067,85+,33
2013,92069,45-54,21
2013,92069,55-64,39
2013,92069,65-74,33
2013,92069,75-84,57
2013,92069,85+,67
2013,92071,25-34,13
2013,92071,35-44,11
2013,92071,45-54,26
2013,92071,55-64,65
2013,92071,65-74,76
2013,92071,75-84,88
2013,92071,85+,116
2013,92075,75-84,24
2013,92075,85+,59
2013,92078,45-54,12
2013,92078,55-64,20
2013,92078,65-74,47
2013,92078,75-84,79
2013,92078,85+,188
2013,92081,55-64,13
2013,92081,65-74,16
2013,92081,75-84,33
2013,92081,85+,62
2013,92082,45-54,13
2013,92082,55-64,33
2013,92082,65-74,20
2013,92082,75-84,32
2013,92082,85+,40
2013,92083,45-54,12
2013,92083,55-64,35
2013,92083,65-74,30
2013,92083,75-84,37
2013,92083,85+,71
2013,92084,45-54,15
2013,92084,55-64,39
2013,92084,65-74,48
2013,92084,75-84,84
2013,92084,85+,158
2013,92101,35-44,11
2013,92101,45-54,31
2013,92101,55-64,56
2013,92101,65-74,62
2013,92101,75-84,64
2013,92101,85+,63
2013,92102,35-44,11
2013,92102,45-54,21
2013,92102,55-64,37
2013,92102,65-74,36
2013,92102,75-84,50
2013,92102,85+,56
2013,92103,45-54,23
2013,92103,55-64,31
2013,92103,65-74,39
2013,92103,75-84,64
2013,92103,85+,122
2013,92104,45-54,24
2013,92104,55-64,37
2013,92104,65-74,42
2013,92104,75-84,48
2013,92104,85+,61
2013,92105,25-34,17
2013,92105,45-54,29
2013,92105,55-64,61
2013,92105,65-74,65
2013,92105,75-84,82
2013,92105,85+,93
2013,92106,55-64,22
2013,92106,65-74,33
2013,92106,75-84,41
2013,92106,85+,89
2013,92107,55-64,19
2013,92107,65-74,26
2013,92107,75-84,42
2013,92107,85+,61
2013,92108,65-74,12
2013,92108,75-84,19
2013,92108,85+,40
2013,92109,35-44,11
2013,92109,55-64,19
2013,92109,65-74,32
2013,92109,75-84,44
2013,92109,85+,107
2013,92110,35-44,11
2013,92110,55-64,33
2013,92110,65-74,29
2013,92110,75-84,52
2013,92110,85+,71
2013,92111,45-54,19
2013,92111,55-64,41
2013,92111,65-74,47
2013,92111,75-84,70
2013,92111,85+,97
2013,92113,35-44,15
2013,92113,45-54,26
2013,92113,55-64,48
2013,92113,65-74,33
2013,92113,75-84,46
2013,92113,85+,56
2013,92114,15-24,12
2013,92114,35-44,14
2013,92114,45-54,41
2013,92114,55-64,76
2013,92114,65-74,88
2013,92114,75-84,90
2013,92114,85+,118
2013,92115,45-54,21
2013,92115,55-64,48
2013,92115,65-74,50
2013,92115,75-84,57
2013,92115,85+,126
2013,92116,45-54,12
2013,92116,55-64,26
2013,92116,65-74,37
2013,92116,75-84,31
2013,92116,85+,39
2013,92117,45-54,25
2013,92117,55-64,40
2013,92117,65-74,51
2013,92117,75-84,106
2013,92117,85+,170
2013,92118,55-64,15
2013,92118,65-74,16
2013,92118,75-84,56
2013,92118,85+,95
2013,92119,55-64,18
2013,92119,65-74,31
2013,92119,75-84,75
2013,92119,85+,93
2013,92120,55-64,20
2013,92120,65-74,35
2013,92120,75-84,70
2013,92120,85+,130
2013,92122,45-54,12
2013,92122,55-64,14
2013,92122,65-74,34
2013,92122,75-84,66
2013,92122,85+,141
2013,92123,55-64,25
2013,92123,65-74,26
2013,92123,75-84,74
2013,92123,85+,84
2013,92124,65-74,25
2013,92124,75-84,27
2013,92124,85+,33
2013,92126,45-54,28
2013,92126,55-64,38
2013,92126,65-74,47
2013,92126,75-84,79
2013,92126,85+,84
2013,92127,55-64,16
2013,92127,65-74,33
2013,92127,75-84,40
2013,92127,85+,80
2013,92128,55-64,18
2013,92128,65-74,43
2013,92128,75-84,104
2013,92128,85+,219
2013,92129,45-54,13
2013,92129,55-64,27
2013,92129,65-74,32
2013,92129,75-84,56
2013,92129,85+,81
2013,92130,45-54,16
2013,92130,55-64,14
2013,92130,65-74,12
2013,92130,75-84,28
2013,92130,85+,52
2013,92131,55-64,12
2013,92131,65-74,19
2013,92131,75-84,32
2013,92131,85+,28
2013,92139,45-54,16
2013,92139,55-64,38
2013,92139,65-74,35
2013,92139,75-84,51
2013,92139,85+,54
2013,92154,25-34,13
2013,92154,45-54,29
2013,92154,55-64,53
2013,92154,65-74,81
2013,92154,75-84,102
2013,92154,85+,106
2013,92173,45-54,13
2013,92173,55-64,30
2013,92173,65-74,25
2013,92173,75-84,41
2013,92173,85+,34
2013,92201,35-44,14
2013,92201,45-54,34
2013,92201,55-64,45
2013,92201,65-74,76
2013,92201,75-84,97
2013,92201,85+,93
2013,92203,55-64,16
2013,92203,65-74,36
2013,92203,75-84,48
2013,92203,85+,40
2013,92210,75-84,19
2013,92210,85+,22
2013,92211,55-64,19
2013,92211,65-74,37
2013,92211,75-84,122
2013,92211,85+,160
2013,92220,45-54,17
2013,92220,55-64,40
2013,92220,65-74,72
2013,92220,75-84,121
2013,92220,85+,166
2013,92223,25-34,11
2013,92223,55-64,43
2013,92223,65-74,75
2013,92223,75-84,87
2013,92223,85+,78
2013,92225,45-54,12
2013,92225,55-64,20
2013,92225,65-74,33
2013,92225,75-84,41
2013,92225,85+,31
2013,92227,45-54,16
2013,92227,55-64,25
2013,92227,65-74,22
2013,92227,75-84,44
2013,92227,85+,28
2013,92231,45-54,12
2013,92231,55-64,22
2013,92231,65-74,39
2013,92231,75-84,76
2013,92231,85+,62
2013,92234,25-34,11
2013,92234,45-54,25
2013,92234,55-64,52
2013,92234,65-74,87
2013,92234,75-84,117
2013,92234,85+,121
2013,92236,35-44,12
2013,92236,55-64,14
2013,92236,65-74,19
2013,92236,75-84,18
2013,92236,85+,21
2013,92240,45-54,22
2013,92240,55-64,42
2013,92240,65-74,59
2013,92240,75-84,69
2013,92240,85+,62
2013,92241,55-64,14
2013,92241,65-74,17
2013,92241,75-84,25
2013,92241,85+,35
2013,92242,75-84,14
2013,92243,45-54,25
2013,92243,55-64,45
2013,92243,65-74,50
2013,92243,75-84,68
2013,92243,85+,74
2013,92250,65-74,11
2013,92250,75-84,20
2013,92250,85+,32
2013,92251,55-64,11
2013,92251,65-74,13
2013,92251,75-84,20
2013,92251,85+,21
2013,92252,55-64,12
2013,92252,65-74,22
2013,92252,75-84,26
2013,92252,85+,32
2013,92253,55-64,27
2013,92253,65-74,52
2013,92253,75-84,63
2013,92253,85+,82
2013,92256,65-74,12
2013,92257,75-84,12
2013,92260,45-54,13
2013,92260,55-64,33
2013,92260,65-74,61
2013,92260,75-84,130
2013,92260,85+,216
2013,92262,45-54,32
2013,92262,55-64,46
2013,92262,65-74,72
2013,92262,75-84,94
2013,92262,85+,112
2013,92264,45-54,16
2013,92264,55-64,25
2013,92264,65-74,49
2013,92264,75-84,83
2013,92264,85+,102
2013,92270,65-74,31
2013,92270,75-84,72
2013,92270,85+,169
2013,92274,55-64,13
2013,92274,75-84,20
2013,92276,55-64,12
2013,92276,65-74,16
2013,92276,75-84,23
2013,92276,85+,26
2013,92277,45-54,14
2013,92277,55-64,30
2013,92277,65-74,27
2013,92277,75-84,27
2013,92277,85+,34
2013,92284,45-54,28
2013,92284,55-64,48
2013,92284,65-74,61
2013,92284,75-84,86
2013,92284,85+,94
2013,92301,45-54,23
2013,92301,55-64,39
2013,92301,65-74,36
2013,92301,75-84,29
2013,92301,85+,21
2013,92307,35-44,15
2013,92307,45-54,25
2013,92307,55-64,53
2013,92307,65-74,79
2013,92307,75-84,105
2013,92307,85+,105
2013,92308,35-44,11
2013,92308,45-54,34
2013,92308,55-64,56
2013,92308,65-74,77
2013,92308,75-84,126
2013,92308,85+,112
2013,92311,35-44,13
2013,92311,45-54,35
2013,92311,55-64,50
2013,92311,65-74,63
2013,92311,75-84,68
2013,92311,85+,56
2013,92313,55-64,14
2013,92313,65-74,12
2013,92313,75-84,30
2013,92313,85+,29
2013,92314,55-64,18
2013,92314,65-74,18
2013,92314,75-84,30
2013,92314,85+,17
2013,92315,55-64,14
2013,92315,85+,12
2013,92316,45-54,20
2013,92316,55-64,23
2013,92316,65-74,21
2013,92316,75-84,27
2013,92316,85+,22
2013,92320,65-74,16
2013,92320,75-84,48
2013,92320,85+,39
2013,92324,35-44,11
2013,92324,45-54,35
2013,92324,55-64,54
2013,92324,65-74,45
2013,92324,75-84,73
2013,92324,85+,72
2013,92325,55-64,18
2013,92325,65-74,16
2013,92325,75-84,14
2013,92335,15-24,11
2013,92335,35-44,23
2013,92335,45-54,54
2013,92335,55-64,71
2013,92335,65-74,79
2013,92335,75-84,97
2013,92335,85+,104
2013,92336,25-34,16
2013,92336,35-44,13
2013,92336,45-54,26
2013,92336,55-64,56
2013,92336,65-74,70
2013,92336,75-84,60
2013,92336,85+,55
2013,92337,45-54,11
2013,92337,55-64,22
2013,92337,65-74,18
2013,92337,75-84,23
2013,92337,85+,15
2013,92342,65-74,14
2013,92342,75-84,18
2013,92342,85+,24
2013,92344,55-64,22
2013,92344,65-74,18
2013,92344,75-84,11
2013,92344,85+,17
2013,92345,25-34,17
2013,92345,35-44,24
2013,92345,45-54,49
2013,92345,55-64,84
2013,92345,65-74,134
2013,92345,75-84,141
2013,92345,85+,144
2013,92346,45-54,26
2013,92346,55-64,62
2013,92346,65-74,77
2013,92346,75-84,102
2013,92346,85+,77
2013,92352,65-74,18
2013,92352,75-84,14
2013,92354,55-64,27
2013,92354,65-74,22
2013,92354,75-84,39
2013,92354,85+,96
2013,92356,55-64,14
2013,92356,65-74,20
2013,92356,75-84,24
2013,92359,65-74,11
2013,92359,75-84,16
2013,92359,85+,15
2013,92363,55-64,16
2013,92363,65-74,13
2013,92363,75-84,15
2013,92363,85+,12
2013,92371,55-64,21
2013,92371,65-74,28
2013,92371,75-84,31
2013,92371,85+,20
2013,92372,65-74,12
2013,92372,75-84,11
2013,92373,45-54,12
2013,92373,55-64,35
2013,92373,65-74,29
2013,92373,75-84,78
2013,92373,85+,153
2013,92374,45-54,20
2013,92374,55-64,48
2013,92374,65-74,46
2013,92374,75-84,69
2013,92374,85+,80
2013,92376,25-34,13
2013,92376,35-44,20
2013,92376,45-54,41
2013,92376,55-64,61
2013,92376,65-74,94
2013,92376,75-84,105
2013,92376,85+,106
2013,92377,55-64,17
2013,92377,65-74,24
2013,92377,75-84,32
2013,92377,85+,17
2013,92382,65-74,11
2013,92392,35-44,19
2013,92392,45-54,34
2013,92392,55-64,45
2013,92392,65-74,80
2013,92392,75-84,73
2013,92392,85+,85
2013,92394,35-44,11
2013,92394,55-64,31
2013,92394,65-74,29
2013,92394,75-84,39
2013,92394,85+,29
2013,92395,45-54,30
2013,92395,55-64,55
2013,92395,65-74,78
2013,92395,75-84,104
2013,92395,85+,110
2013,92399,35-44,16
2013,92399,45-54,37
2013,92399,55-64,70
2013,92399,65-74,80
2013,92399,75-84,114
2013,92399,85+,164
2013,92404,15-24,12
2013,92404,25-34,11
2013,92404,35-44,19
2013,92404,45-54,35
2013,92404,55-64,74
2013,92404,65-74,87
2013,92404,75-84,104
2013,92404,85+,117
2013,92405,45-54,18
2013,92405,55-64,32
2013,92405,65-74,33
2013,92405,75-84,34
2013,92405,85+,36
2013,92407,45-54,24
2013,92407,55-64,50
2013,92407,65-74,55
2013,92407,75-84,60
2013,92407,85+,58
2013,92408,45-54,14
2013,92408,65-74,17
2013,92408,75-84,15
2013,92408,85+,20
2013,92410,35-44,16
2013,92410,45-54,35
2013,92410,55-64,50
2013,92410,65-74,44
2013,92410,75-84,44
2013,92410,85+,52
2013,92411,45-54,22
2013,92411,55-64,36
2013,92411,65-74,25
2013,92411,75-84,45
2013,92411,85+,46
2013,92501,45-54,13
2013,92501,55-64,24
2013,92501,65-74,21
2013,92501,75-84,23
2013,92501,85+,37
2013,92503,25-34,12
2013,92503,35-44,24
2013,92503,45-54,31
2013,92503,55-64,56
2013,92503,65-74,85
2013,92503,75-84,117
2013,92503,85+,112
2013,92504,45-54,23
2013,92504,55-64,55
2013,92504,65-74,71
2013,92504,75-84,98
2013,92504,85+,132
2013,92505,35-44,14
2013,92505,45-54,26
2013,92505,55-64,31
2013,92505,65-74,38
2013,92505,75-84,73
2013,92505,85+,64
2013,92506,35-44,13
2013,92506,45-54,27
2013,92506,55-64,37
2013,92506,65-74,38
2013,92506,75-84,92
2013,92506,85+,150
2013,92507,45-54,32
2013,92507,55-64,36
2013,92507,65-74,37
2013,92507,75-84,44
2013,92507,85+,70
2013,92508,55-64,21
2013,92508,65-74,26
2013,92508,75-84,35
2013,92508,85+,36
2013,92509,45-54,35
2013,92509,55-64,79
2013,92509,65-74,85
2013,92509,75-84,92
2013,92509,85+,98
2013,92518,85+,45
2013,92530,35-44,14
2013,92530,45-54,20
2013,92530,55-64,50
2013,92530,65-74,47
2013,92530,75-84,55
2013,92530,85+,52
2013,92532,55-64,13
2013,92532,65-74,17
2013,92532,75-84,17
2013,92532,85+,18
2013,92536,75-84,15
2013,92539,65-74,14
2013,92543,45-54,33
2013,92543,55-64,68
2013,92543,65-74,96
2013,92543,75-84,118
2013,92543,85+,185
2013,92544,45-54,33
2013,92544,55-64,85
2013,92544,65-74,91
2013,92544,75-84,110
2013,92544,85+,178
2013,92545,45-54,21
2013,92545,55-64,52
2013,92545,65-74,111
2013,92545,75-84,146
2013,92545,85+,214
2013,92548,65-74,15
2013,92548,75-84,16
2013,92548,85+,21
2013,92551,45-54,13
2013,92551,55-64,22
2013,92551,65-74,22
2013,92551,75-84,21
2013,92551,85+,16
2013,92553,25-34,20
2013,92553,35-44,15
2013,92553,45-54,29
2013,92553,55-64,60
2013,92553,65-74,56
2013,92553,75-84,85
2013,92553,85+,37
2013,92555,45-54,14
2013,92555,55-64,28
2013,92555,65-74,33
2013,92555,75-84,37
2013,92555,85+,36
2013,92557,45-54,19
2013,92557,55-64,48
2013,92557,65-74,40
2013,92557,75-84,52
2013,92557,85+,52
2013,92562,45-54,17
2013,92562,55-64,30
2013,92562,65-74,58
2013,92562,75-84,100
2013,92562,85+,126
2013,92563,45-54,19
2013,92563,55-64,32
2013,92563,65-74,39
2013,92563,75-84,67
2013,92563,85+,82
2013,92567,65-74,12
2013,92567,85+,13
2013,92570,45-54,26
2013,92570,55-64,54
2013,92570,65-74,62
2013,92570,75-84,73
2013,92570,85+,59
2013,92571,45-54,19
2013,92571,55-64,37
2013,92571,65-74,36
2013,92571,75-84,41
2013,92571,85+,38
2013,92582,55-64,20
2013,92582,65-74,20
2013,92582,75-84,25
2013,92582,85+,28
2013,92583,35-44,16
2013,92583,45-54,18
2013,92583,55-64,41
2013,92583,65-74,55
2013,92583,75-84,71
2013,92583,85+,65
2013,92584,55-64,26
2013,92584,65-74,36
2013,92584,75-84,61
2013,92584,85+,57
2013,92585,55-64,14
2013,92585,65-74,24
2013,92585,75-84,43
2013,92585,85+,43
2013,92586,45-54,14
2013,92586,55-64,31
2013,92586,65-74,65
2013,92586,75-84,138
2013,92586,85+,216
2013,92587,55-64,19
2013,92587,65-74,25
2013,92587,75-84,23
2013,92587,85+,47
2013,92591,45-54,14
2013,92591,55-64,27
2013,92591,65-74,30
2013,92591,75-84,43
2013,92591,85+,69
2013,92592,45-54,26
2013,92592,55-64,32
2013,92592,65-74,45
2013,92592,75-84,89
2013,92592,85+,94
2013,92595,45-54,14
2013,92595,55-64,34
2013,92595,65-74,44
2013,92595,75-84,48
2013,92595,85+,76
2013,92596,65-74,15
2013,92596,75-84,24
2013,92596,85+,15
2013,92602,75-84,13
2013,92603,75-84,21
2013,92603,85+,19
2013,92604,55-64,11
2013,92604,65-74,23
2013,92604,75-84,34
2013,92604,85+,66
2013,92606,75-84,16
2013,92606,85+,18
2013,92612,65-74,22
